"ID";"N° do pedido";"Data";"Data prevista";"ID contato";"Nome do contato";"Desconto";"Observações";"Situação";"ID produto";"Código";"Código no fornecedor";"Descrição";"Quantidade";"Valor unitário";"Un";"Frete do item";"Ordem de compra"
"24753820481";"8329";"02/02/2026";"";"16146762817";"AMAZON SERVICOS DE VAREJO DO BRASIL LTDA";"0,00";"COMPRA DE FILTRO PARA ABASTECER ESCRITÓRIO.

AVISAR NO ATO DO PAGAMENTO PARA SER GERADO O QR CODE.

LINK DO PRODUTO: https://www.amazon.com.br/Refil-Eletrolux-Purificador-PE10B-PE10X/dp/B07B9ZZ7V7/ref=asc_df_B07B9ZZ7V7?mcid=c132cfc789423978aef5937247333057&tag=googleshopp00-20&linkCode=df0&hvadid=709857067623&hvpos=&hvnetw=g&hvrand=11199021870455780755&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9197154&hvtargid=pla-593310449491&psc=1&language=pt_BR&gad_source=1";"Em aberto";"13582047714";"0000000000348";"";"REFIL FILTRO ELECTROLUX";"2,00";"46,7900";"PC";"0,0000";""
"24979449717";"8420";"02/02/2026";"";"16773093960";"PAES E DOCES INTERLAGOS LTDA - ME";"0,00";"PEDIDO REFERENTE AOS PÃES PARA O ESCRITÓRIO DO MÊS DE JANEIRO";"Em aberto";"16348492107";"";"";"PÃES";"1,00";"204,0000";"";"0,0000";""
"24980862151";"8421";"02/02/2026";"";"17929529645";"GILVAN BARBOSA LOPES";"0,00";"PEDIDO REFERENTE A FRETE REALIZADO PARA VENDA 1408";"Atendido";"9640855418";"";"";"FRETE";"1,00";"200,0000";"VB";"0,0000";"P1408"
"24984014654";"8422";"02/02/2026";"";"16893479316";"MERCADO LIVRE";"0,00";"MATERIAL SOLICITADO PARA ABASTECER O ESTOQUE.

LINK DO PRODUTO: https://www.mercadolivre.com.br/saco-construcao-rafia-50x70-kit-50-unidades/up/MLBU1980489016?pdp_filters=item_id:MLB3626352393&matt_tool=50299496&matt_internal_campaign_id=353119667&matt_word=&matt_source=google&matt_campaign_id=23048606139&matt_ad_group_id=193060354771&matt_match_type=&matt_network=g&matt_device=c&matt_creative=780278149866&matt_keyword=&matt_ad_position=&matt_ad_type=pla&matt_merchant_id=5090185362&matt_product_id=MLB3626352393&matt_product_partition_id=2447500411196&matt_target_id=aud-1966981570049:pla-2447500411196&cq_src=google_ads&cq_cmp=23048606139&cq_net=g&cq_plt=gp&cq_med=pla&gad_source=1&gad_campaignid=23048606139&gbraid=0AAAAAD93qcAzU1V3cozc0xYJO7EpfJPnE&gclid=EAIaIQobChMIrbnEoKa7kgMVi2dIAB06fRNrEAQYAiABEgKnlfD_BwE";"Em aberto";"16443709332";"0000000002317";"";"SACO DE NYLON";"1,00";"65,9900";"";"0,0000";""
"24986101618";"8424";"02/02/2026";"";"15525702206";"COMERCIAL RIMAR LTDA";"0,00";"PEDIDO REALIZADO REFERENTE A COMPRA PARA ABASTECER O ESTOQUE";"Em aberto";"9194015725";"0000000003729";"";"SPRINKLER PENDENTE RESPOSTA PADRÃO - 68º X 1/2"" - K80";"100,00";"17,0000";"PC";"0,0000";""
"24986101618";"8424";"02/02/2026";"";"15525702206";"COMERCIAL RIMAR LTDA";"0,00";"PEDIDO REALIZADO REFERENTE A COMPRA PARA ABASTECER O ESTOQUE";"Em aberto";"9288346216";"0000000003837";"";"SPRINKLER PENDENTE RESPOSTA PADRÃO - 79º X 1/2"" - K80";"20,00";"21,0000";"PC";"0,0000";""
"24986101618";"8424";"02/02/2026";"";"15525702206";"COMERCIAL RIMAR LTDA";"0,00";"PEDIDO REALIZADO REFERENTE A COMPRA PARA ABASTECER O ESTOQUE";"Em aberto";"9198556425";"0000000003735";"";"CANOPLA PARA SPRINKLER";"100,00";"2,1000";"PC";"0,0000";""
"24991392807";"8425";"03/02/2026";"";"17817353740";"MARCELO PAES ME";"0,00";"PEDIDO REFERENTE A LOCAÇÃO DOS MAQUINÁRIOS NA OBRA JANDAIA - 2449";"Em aberto";"16573863767";"";"";"LOCAÇÃO DE MAQUINARIO";"1,00";"8.000,0000";"VB";"0,0000";"2449"
"24995907583";"8428";"03/02/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"MATERIAL COMPRADO PARA ESTOQUE";"Em aberto";"10208584566";"0000000000160";"3290";"PASTA GEL PINHEIRO 2,5KG";"1,00";"68,5000";"PÇ";"0,0000";""
"24995907583";"8428";"03/02/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"MATERIAL COMPRADO PARA ESTOQUE";"Em aberto";"9893784040";"0000000004059";"";"ABRAÇADEIRA NYLON";"1,00";"20,5000";"UN";"0,0000";""
"24995907583";"8428";"03/02/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"MATERIAL COMPRADO PARA ESTOQUE";"Em aberto";"16425487352";"0000000002277";"";"SERRA COPO 32M";"1,00";"63,0000";"";"0,0000";""
"24995907583";"8428";"03/02/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"MATERIAL COMPRADO PARA ESTOQUE";"Em aberto";"16317546881";"0000000001728";"2456";"LAMINA DE SERRA";"2,00";"14,2000";"PC";"0,0000";""
"24996601932";"8429";"03/02/2026";"";"17938172571";"RBL ENGENHARIA PROJETOS E CONTRUCOES LTDA";"0,00";"SOLICITAÇÃO REFERENTE A EMPREITA NA OBRA JANDAIA  - 2449

PEDIDO REALIZADO VIA WHATSAPP PELO MÁRCIO.";"Em aberto";"16357119601";"";"";"EMPREITA";"1,00";"68.000,0000";"";"0,0000";"2449"
"25004964199";"8430";"04/02/2026";"";"9406825547";"CASA FARIA MATERIAIS HIDRAULICOS LTDA";"0,00";"MATERIAL SOLICITADO PARA ABASTECER OBRA GABRIELA BASTOS - 3333";"Em aberto";"16096878511";"0000000000974";"";"FITA VEDA ROSCA 18MM X 50MT";"10,00";"7,8900";"PC";"0,0000";"3333"
"25004964199";"8430";"04/02/2026";"";"9406825547";"CASA FARIA MATERIAIS HIDRAULICOS LTDA";"0,00";"MATERIAL SOLICITADO PARA ABASTECER OBRA GABRIELA BASTOS - 3333";"Em aberto";"14382817686";"0000000000384";"";"PLUG AÇO CARBONO PRETO BSP 1/2""";"10,00";"1,6100";"PC";"0,0000";"3333"
"25005609167";"8431";"04/02/2026";"";"16893479316";"MERCADO LIVRE";"0,00";"PEDIDO REFERENTE A COMPRA DE TONER PARA IMPRESSORA.

LINK DO ML: https://www.mercadolivre.com.br/toner-tn580-tn650-compativel-para-mfc8480dn-8870dn-8890dw/up/MLBU1712428280?quantity=2";"Em aberto";"15867256364";"";"";"TONER";"2,00";"37,0800";"PC";"0,0000";""
"25005609167";"8431";"04/02/2026";"";"16893479316";"MERCADO LIVRE";"0,00";"PEDIDO REFERENTE A COMPRA DE TONER PARA IMPRESSORA.

LINK DO ML: https://www.mercadolivre.com.br/toner-tn580-tn650-compativel-para-mfc8480dn-8870dn-8890dw/up/MLBU1712428280?quantity=2";"Em aberto";"9640855418";"";"";"FRETE";"1,00";"15,9900";"VB";"0,0000";""
"25005997916";"8432";"04/02/2026";"";"17922945434";"QUALLITY SOM E ACESSORIOS LTDA";"0,00";"PEDIDO REFERENTE A PELICULAS DE VIDRO PARA MANUTENÇÃO NO ESCRITÓRIO

ORÇAMENTO A R$510,00
LANÇAMENTO VISANDO O PAGAMENTO VIA PIX PARA ADQUIRIR 5% DE DESCONTO - TOTAL = R$484,50

PAGAMENTO A SER FEITO APÓS A REALIZAÇÃO DO SERVIÇO QUE FOI AGENDADO PARA SEGUNDA FEIRA";"Em aberto";"16277884578";"";"";"MATERIAIS PARA ESCRITORIO";"1,00";"484,5000";"UN";"0,0000";""
"25006033851";"8433";"04/02/2026";"";"9406825547";"CASA FARIA MATERIAIS HIDRAULICOS LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA HPBIO - 2789";"Em aberto";"10293307586";"0000000000177";"";"LUVA PVC BRANCO 50MM";"10,00";"2,0700";"PC";"0,0000";"2789"
"25006125599";"8434";"04/02/2026";"";"9166946681";"ORLANE SILVA ROCHA";"0,00";"PEDIDO REFERENTE A MANUTENÇÃO REALIZADO PELO ORLANE NO ESCRITÓRIO";"Em aberto";"0";"";"";"MANUTENÇÃO";"1,00";"245,0000";"";"0,0000";""
"25006450199";"8435";"04/02/2026";"";"9228469919";"DONEGA BOLOS LTDA";"0,00";"PEDIDO REFERENTE A COMPRA DE BOLO PARA ""VANDA""";"Em aberto";"16480772652";"0000000003270";"";"BOLO";"1,00";"61,0000";"FD";"0,0000";""
"25007123126";"8436";"04/02/2026";"";"17832591256";"GURGELMIX MAQUINAS E FERRAMENTAS S.A.";"0,00";"ME AVISAR NA HORA QUE FOR FAZER O PAGAMENTO PARA GERAR QR CODE

MATERIAL SOLICITADO PARA ATENDER OBRA HPBIO - 2789";"Em aberto";"16468167153";"";"";"PARAFUSADEIRA/FURADEIRA BATERIA BIVOLT 12V";"1,00";"340,9000";"";"0,0000";"2789"
"25007123126";"8436";"04/02/2026";"";"17832591256";"GURGELMIX MAQUINAS E FERRAMENTAS S.A.";"0,00";"ME AVISAR NA HORA QUE FOR FAZER O PAGAMENTO PARA GERAR QR CODE

MATERIAL SOLICITADO PARA ATENDER OBRA HPBIO - 2789";"Em aberto";"16600070455";"";"";"ALICATE UNIVERSAL 8""";"1,00";"55,9000";"PC";"0,0000";"2789"
"25015266514";"8437";"05/02/2026";"";"17942450569";"DELL TECHNOLOGIES";"0,00";"PEDIDO REFERENTE A COMPRA DE MAQUINAS PARA A ENGENHARIA";"Em aberto";"16351987419";"0000000002391";"";"MATERIAL DE ESCRITÓRIO";"1,00";"7.527,0000";"";"0,0000";""
"25015629254";"8438";"05/02/2026";"";"16294523222";"SIDEILTON PROSPERO DA ROCHA";"0,00";"PEDIDO REFERENTE A EMPREITA REALIZADA NA OBRA GABRIELA - 3333";"Em aberto";"16357119601";"";"";"EMPREITA";"1,00";"2.800,0000";"";"0,0000";"3333"
"25016296213";"8439";"05/02/2026";"";"15707888196";"CASA TOGNINI MATERIAIS HID E SANIT LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA JASMIM - 2652";"Em aberto";"9706095384";"0000000003972";"";"TUBO PVC BRANCO 75MM";"2,00";"77,7400";"BR";"0,0000";"2652"
"25016296213";"8439";"05/02/2026";"";"15707888196";"CASA TOGNINI MATERIAIS HID E SANIT LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA JASMIM - 2652";"Em aberto";"10293507735";"0000000000183";"";"BUCHA REDUCAO PVC BRANCO 75 X 50MM";"2,00";"4,6500";"PC";"0,0000";"2652"
"25016296213";"8439";"05/02/2026";"";"15707888196";"CASA TOGNINI MATERIAIS HID E SANIT LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA JASMIM - 2652";"Em aberto";"16449192842";"0000000003080";"";"CAIXA SIFONADA PVC BRANCO 100X100X50";"2,00";"13,1700";"PC";"0,0000";"2652"
"25016296213";"8439";"05/02/2026";"";"15707888196";"CASA TOGNINI MATERIAIS HID E SANIT LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA JASMIM - 2652";"Em aberto";"9735592993";"0000000003986";"";"REGISTRO GAVETA BASE 3/4""";"5,00";"43,4200";"PC";"0,0000";"2652"
