"ID";"N° do pedido";"Data";"Data prevista";"ID contato";"Nome do contato";"Desconto";"Observações";"Situação";"ID produto";"Código";"Código no fornecedor";"Descrição";"Quantidade";"Valor unitário";"Un";"Frete do item";"Ordem de compra"
"25200659896";"8500";"02/03/2026";"";"16874294220";"CLÍNICA LARGO TREZE";"0,00";"PEDIDO REFERENTE A EXAME:

Colaborador André Gustavo (equipe Wesley)";"Em aberto";"16365590662";"";"";"EXAMES";"1,00";"70,0000";"";"0,0000";"3341"
"25204398625";"8501";"02/03/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"PEDIDO REFERENTE A MATERIAL SOLICITADO NA OBRA JANDAIA - 2449";"Em aberto";"16317546881";"0000000001728";"2456";"LAMINA DE SERRA";"20,00";"14,2000";"PC";"0,0000";"2449"
"25204398625";"8501";"02/03/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"PEDIDO REFERENTE A MATERIAL SOLICITADO NA OBRA JANDAIA - 2449";"Em aberto";"9113544510";"0000000003694";"";"TALHADEIRA";"1,00";"18,5000";"UN";"0,0000";"2449"
"25204398625";"8501";"02/03/2026";"";"14438411976";"ACESOLDA MATERIAIS DE SOLDA LTDA - EPP";"0,00";"PEDIDO REFERENTE A MATERIAL SOLICITADO NA OBRA JANDAIA - 2449";"Em aberto";"9113547581";"0000000003695";"";"PONTEIRO";"1,00";"17,5000";"UN";"0,0000";"2449"
"25204434116";"8502";"02/03/2026";"";"16773093960";"PAES E DOCES INTERLAGOS LTDA - ME";"0,00";"PEDIDO REFERENTE A ALIMENTAÇÃO NO ESCRITÓRIO";"Em aberto";"16363384440";"0000000002497";"";"PÃO";"1,00";"187,0000";"KG";"0,0000";""
"25204897823";"8503";"02/03/2026";"";"13962940782";"SOEDRAL SOCIEDADE ELETRICA HIDRAULICA LTDA";"0,00";"MATERIAL REFERENTE A PEDIDO DE VENDA 1454.

PEDIDO PAGO PELA CMHF, POREM EM NOME DA SAENG POIS TEVE REDUÇÃO DE CUSTO.";"Em aberto";"16610724313";"0000000004658";"46675";"TUBO PEX MONOC AGUA 20MM X 1,9";"200,00";"5,8300";"MT";"0,0000";"P1454"
"25204897823";"8503";"02/03/2026";"";"13962940782";"SOEDRAL SOCIEDADE ELETRICA HIDRAULICA LTDA";"0,00";"MATERIAL REFERENTE A PEDIDO DE VENDA 1454.

PEDIDO PAGO PELA CMHF, POREM EM NOME DA SAENG POIS TEVE REDUÇÃO DE CUSTO.";"Em aberto";"15912484183";"0000000000683";"";"ABRAÇADEIRA ESGOTO REDUX 40MM";"10,00";"6,6300";"PC";"0,0000";"P1454"
"25206202266";"8504";"02/03/2026";"";"16203341681";"JDJ FERRAMENTAS COMERCIO DE MATERIAIS ELETRICOS E MANUTENCAO LTDA";"0,00";"PEDIDO REFERENTE A OBRA JANDAIA - 2449";"Em aberto";"16466787119";"0000000003203";"";"ÓLEO PARA ROSQUEADEIRA 20L";"1,00";"630,0000";"UN";"0,0000";"2449"
"25207743806";"8506";"02/03/2026";"";"15525702206";"COMERCIAL RIMAR LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA TGI E JANDAIA";"Em aberto";"16085261264";"0000000000950";"";"CAPS RANHURADO 4""";"2,00";"45,8000";"PC";"0,0000";"3135 e 2449"
"25207743806";"8506";"02/03/2026";"";"15525702206";"COMERCIAL RIMAR LTDA";"0,00";"MATERIAL SOLICITADO PARA ATENDER OBRA TGI E JANDAIA";"Em aberto";"16610952684";"0000000004659";"";"LUVA AÇO CARBONO PRETO 300 LIBRAS NPT 1""";"1,00";"28,2800";"PC";"0,0000";"3135 e 2449"
